일자,언론사,제목,특성추출(가중치순 상위 50개),URL,nouns,주식일자,종가,금종가,유가종가,target
2022-08-08,경인일보,인천공항 '항공 편수' 상위 10곳 중 국적사 3곳 '화물전용' 우위,"항공사,화물기,여객기,10위,운항편수,코로나19,미국,인천공항,에어인천,대한항공,유럽,아메리칸항공,국적사,루프트한자항공,코로나,아틀라스항공,유피에스항공,2만,칼리타항공",http://www.kyeongin.com/main/view.php?key=20220807010001130,인천공항 항공 상위 국적 화물 전용 우위,2022-08-09,25900,74810,90.5,1
2022-08-08,한겨레,"마일리지 항공권 있긴 한 거야? 하늘의 별따기, 좌석 수도 ‘비밀’","항공사,국토부,소비자,항공권,아시아나항공,대한항공,관계자,코로나19,항공사들,소비자들,김대규,게시판",http://www.hani.co.kr/arti/economy/marketing/1053880.html,마일리지 항공권 하늘 좌석 수도 비밀,2022-08-09,25900,74810,90.5,1
2022-08-08,헤럴드경제,"“호실적 대한항공, 아시아나 인수 모멘텀 여전히 유효”","대한항공,아시아나항공,고유가,고수익,탑승률,목표주가,호실적,저평가,아시아나,개선세,수송량,2만,대형항공사,650원,고환율,코로나19,거래일",http://biz.heraldcorp.com/view.php?ud=20220805000608,호실 대한항공 아시아나 인수 모멘텀 유효,2022-08-09,25900,74810,90.5,1
2022-08-08,경인일보,"대한항공, 올해 연말까지 영업이익 3조 기대","대한항공,3조,영업이익,코로나19,상반기,1조,7천,성장세,화물사업,정운,정운기자,전자설비,반도체,각국,진단키트,본격화,324억,830억,자동차,고유가,2조",http://www.kyeongin.com/main/view.php?key=20220807010001132,대한항공 올해 연말 영업 이익 기대,2022-08-09,25900,74810,90.5,1
2022-08-08,헤럴드경제,“마일리지로 추석선물 마련하세요” 대한항공 스카이패스 딜 2차 기획전,"대한항공,기획전,스카이패스,이마트,홈카페,추석선물,코로나19,고객들,레저용품,제휴처,kal,네이버페,커피머신,마사지기,회원들,일상생활,2주,시즌별,홈페이지",http://biz.heraldcorp.com/view.php?ud=20220808000228,마일리지 추석 선물 마련 대한항공 스카이 패스 기획전,2022-08-09,25900,74810,90.5,1
2022-08-08,헤럴드경제,예상보다 더딘 한 중 하늘길 재개...사재기에 교민 사업가만 골탕,"중국,코로나19,인천,항공권,베이징,사업가,여행사,항공사,칭다오,제주,대한항공,광저우,대련,사업장,텐진,한국,원호연,관계자,비행기,a씨,항공기",http://biz.heraldcorp.com/view.php?ud=20220808000449,예상 하늘 재개 사재기 교민 사업가 골탕,2022-08-09,25900,74810,90.5,1
2022-08-09,한겨레,"미 ‘인플레이션 감축법’, 지속가능항공유 쓰면 세금 혜택","항공유,지속가능항공유,대한항공,배출량,미국,이산화탄소톤,인플레이션,비행기,온실가스,코로나19,신용점수,아시아나항공,감축법,탄소배출량,항공기,화석연료,국제항공운송협회,유럽연합,로이터,인천,항공업계,항공업,폐기물",http://www.hani.co.kr/arti/economy/marketing/1054094.html,인플레이션 감축 가능 공유 세금 혜택,2022-08-10,25550,75210,91.93,0
2022-08-09,한국경제,"유가하락, 여행객 증가에도 항공사 주가는 '우울'","1개월,코로나19,여행객,유승우,항공주,리오프닝,아시아나항공,코스피,항공기,회복세,국제선,텍사스산원유,연구원,티웨이항공,대한항공,제주항공,전문가들,90달러,요인들",https://www.hankyung.com/finance/article/202208090579i,유가 하락 여행객 증가 항공사 주가 우울,2022-08-10,25550,75210,91.93,0
2022-08-09,한국경제,조종사 집단 반발에 대한항공 '난기류',"조종사,대한항공,임단협,코로나19,집행부,조합원,남진국,사측,조종사들,위원장,항공업",https://www.hankyung.com/economy/article/2022080906851,조종사 집단 반발 대한항공 기류,2022-08-10,25550,75210,91.93,0
2022-08-09,한국경제,여객 늘고 유가 내렸는데 여전히 발묶인 항공주,"항공주,코로나19,유승우,1개월,여행객,리오프닝,항공기,아시아나항공,연구원,코스피,대한항공,진에어,국제여행객,티웨이항공,제주항공,전문가들,요인들,수혜주,전문가,제주,회복세,1만,발묶,sk,하락,여객,항공,재개,수요,회복",https://www.hankyung.com/finance/article/2022080907901,여객 유가 묶인 공주,2022-08-10,25550,75210,91.93,0
2022-08-09,세계일보,"아시아나, 대한항공, 티웨이 항공사들 ‘엔진 이상’ 잇달아 발생","대한항공,항공기,티웨이항공,여객기,아시아나항공,비행기,대만,항공편,인천공항,오른쪽,뉴시스,승객들,바쿠공항,항공사,방콕,태국,30여분,휴가철,항공사들,코로나19,싱가포르",http://www.segye.com/content/html/2022/08/09/20220809513248.html,아시아나 대한항공 티웨이 항공사 엔진 이상 발생,2022-08-10,25550,75210,91.93,0
2022-08-10,KBS, 엔진 화재 대한항공 여객기 “비행 중 엔진 부품 이탈”,"대한항공,여객기,국토부,제작사,프랫앤휘트니,불꽃,관계자,오른쪽,계현우,대항항공,11대,김선영,영상편집,교통부,비행기,가톨릭관동대학교,항공기,국토교통부,정윤식,이스탄불,운항학",https://news.kbs.co.kr/news/view.do?ncd=5529958&amp;ref=DA,엔진 화재 대한항공 여객기 비행 엔진 부품 이탈,2022-08-11,25950,74650,94.34,1
2022-08-11,KBS,④ 인공위성 만드는 물리학자,"인공위성,우리나라,대덕특구,승무원,황정아,한국천문연구원,도요샛,연구원,저궤도,이연경,대덕,대한항공,방사선,물리학자,그중,5개,연속기획,그전,안정점,항공기,사실상,과학자,촬영기자,승무원들,책임연구원,10kg,미국,실시간,북극항로",https://news.kbs.co.kr/news/view.do?ncd=5531132&amp;ref=DA,인공위성 물리학자,2022-08-12,26200,74980,92.09,1
2022-08-11,KBS,④ 인공위성 만드는 물리학자,"인공위성,우리나라,대덕특구,승무원,황정아,한국천문연구원,도요샛,연구원,저궤도,이연경,대덕,대한항공,방사선,물리학자,그중,5개,연속기획,그전,안정점,항공기,사실상,과학자,촬영기자,승무원들,책임연구원,10kg,미국,실시간,북극항로",https://news.kbs.co.kr/news/view.do?ncd=5531038&amp;ref=DA,인공위성 물리학자,2022-08-12,26200,74980,92.09,1
2022-08-11,국민일보,대한항공 아시아나 등 국내 항공기 ‘엔진 이상’ 잇달아 발생,"비행기,대한항공,항공편,항공사,여객기,항공기,코로나19,티웨이항공,아시아나항공,대만,이윤철,30여분,방콕,태국,싱가포르,승무원,아제르바이잔",https://news.kmib.co.kr/article/view.asp?arcid=0017365365&code=61141111&cp=kd,대한항공 아시아나 국내 항공기 엔진 이상 발생,2022-08-12,26200,74980,92.09,1
2022-08-11,서울경제," 檢, '에어버스 리베이트 의혹' 아시아나항공도 수사","에어버스,대한항공,서울중앙지검,아시아나항공,항공사,프랑스,항공기,한진그룹,검찰청,용처,조사부,채이배,공정거래조사부,만큼",http://www.sedaily.com/NewsView/269R8FVO93,에어버스 리베이트 의혹 아시아나 항공도 수사,2022-08-12,26200,74980,92.09,1
2022-08-11,부산일보,부산대 '우주발사체 우주수송 교육연구센터' 개소,"발사체,부산대,우주발사체,개소식,대한항공,신기술,한국연구재단,원천기술,산업체,원자력,대형항공기,산학연,한국항공우주연구원,재사용,중심지,부산대학교,나로호,누리호",http://www.busan.com/view/busan/view.php?code=2022081111122057967,부산 우주발사체 우주 수송 교육 연구 센터,2022-08-12,26200,74980,92.09,1
2022-08-11,KBS, 엔진 화재 대한항공 여객기 “비행 중 엔진 부품 이탈”,"대한항공,여객기,국토부,제작사,프랫앤휘트니,불꽃,관계자,11대,오른쪽,계현우,대항항공,김선영,항공운항학,운항학,가톨릭관동대학교,교통부,항공기,영상편집,비행기",https://news.kbs.co.kr/news/view.do?ncd=5530189&amp;ref=DA,엔진 화재 대한항공 여객기 비행 엔진 부품 이탈,2022-08-12,26200,74980,92.09,1
2022-08-11,KBS,엔진 화재 대한항공 여객기 “비행 중 엔진 부품 이탈”,"대한항공,여객기,국토부,제작사,프랫앤휘트니,불꽃,관계자,11대,오른쪽,계현우,대항항공,김선영,항공운항학,운항학,가톨릭관동대학교,교통부,항공기,영상편집,비행기",https://news.kbs.co.kr/news/view.do?ncd=5530140&amp;ref=DA,엔진 화재 대한항공 여객기 비행 엔진 부품 이탈,2022-08-12,26200,74980,92.09,1
2022-08-12,아시아경제,"조원태 한진그룹 회장, 상반기 보수 17억1000만원","상반기,대한항공,의료비,국제선,한진칼,조원태,한진그룹,8억,17억,회사기여도,전문성,이사회,4660만,위원회,보고서,3534만,보수,지급,급여,사전,회장,사내,운항,검토,평균,직원,전문",https://view.asiae.co.kr/article/2022081218483523455,조원태 한진 그룹 회장 상반기 보수,2022-08-13,26600,74920,86.53,1
2022-08-12,조선일보,조원태 한진그룹 회장 상반기 보수 17억...작년과 같아,"대한항공,상반기,한진칼,코로나,조원태,의료비,한진그룹,회사기여도,전문성,이사회,위원회,보고서,경영위기,관계자,급여,회장,지급,보수,차원,사전,경영,체제,기준,수령,검토,사내",https://www.chosun.com/economy/industry-company/2022/08/12/N2WGQU24YZE2VKKV6CPXS7VW6I/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,조원태 한진 그룹 회장 상반기 보수 작년,2022-08-13,26600,74920,86.53,1
2022-08-13,조선일보,"한국 남자배구, 호주에 극적인 역전승... 오늘 중국과 준결승","한국,호주,준결승,임성진,허수봉,일본,태국,중국,대표팀,현대캐피탈,나경복,준결승행,아웃사이드,2차,바레인,avc,아포짓,역전승,미들블로커,김규민,대한항공,오랫동안",https://www.chosun.com/sports/volleyball/2022/08/13/A7V5KI6EQ5DKPBMKHILL2ZPWY4/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,한국 남자배구 호주 극적 역전승 오늘 중국 준결승,2022-08-14,26600,74920,86.53,1
2022-08-14,한국경제,아시아나 부채비율 6544% 통합 항공사 난기류 만나나,"아시아나항공,상반기,차입금,대한항공,부채비율,영업이익,조건부,외화차입금,외화환산손실,아시아나,경쟁당국,유럽연합,위원회,미국,항공기,항공사,운송료,20조,고공행진,영업외비용,1983억,감독원,영업외,난기류,재무구조",https://www.hankyung.com/economy/article/2022081424441,아시아나 부채 비율 통합 항공사 기류 나나,2022-08-15,26600,74920,86.53,1
2022-08-14,한국경제,'부채비율 6544%' 아시아나 '승자의 저주' 우려되는 대한항공 ,"차입금,아시아나항공,상반기,대한항공,부채비율,재무구조,조건부,영업외비용,외화환산손실,영업이익,이자비용,경쟁당국,유럽연합,고공행진,위원회,항공기,미국,2595억,외화차입금,영업외,1983억,감독원,리스료,8조,아시아나,김익환,컴퍼니워치,2830억,4163억,20조,4조,12조",https://www.hankyung.com/economy/article/202208142135i,부채 비율 아시아나 승자 저주 우려 대한항공,2022-08-15,26600,74920,86.53,1
2022-08-15,파이낸셜뉴스, 이만용씨 별세 外,"부친상,빙모상,모친상,태분,말숙,윤중호,홍완표,방송작가,이민하,김준형,대한항공,이경미,남정자,이만용,조모상,김광일,일태,태금,빙부상,온종합,이승제씨,인석,삼성엔지니어링,사무처,김순미,김준형씨,사무장,인석씨,다이와증권,김정우,남정자씨,이만용씨,남창현,온종합병원,빙부,김광일씨,경북대병원,김원태,인천성모병원,대구,정숙자",http://www.fnnews.com/news/202208151846503738,용씨 별세,2022-08-16,26600,74920,86.53,1
2022-08-15,매일경제, 이종만씨 별세 외,"부친상,배우자상,장인상,김순미,모친상,류정선,배우자,서울아산병원,우신켐텍,윤중호,정태분,김원태,정태금,서울성모병원,이승제,경기도,서울고법,부장판사,방송작가,대표처,채제욱,대한항공,경기도경제과학진흥원,홍승면,남정자",http://news.mk.co.kr/newsRead.php?no=720253&year=2022,이종만 별세,2022-08-16,26600,74920,86.53,1
2022-08-15,파이낸셜뉴스,<부고> 김광일씨 모친상,"김광일씨,모친상,인천성모병원,김준형,대한항공,김광일,사무장,김인옥,별세,조모,부고",http://www.fnnews.com/news/202208151201036543,부고 김광일 모친상,2022-08-16,26600,74920,86.53,1
2022-08-15,세계일보, 김광일 전 대한항공 사무장 모친상 외,"모친상,장모상,대한항공,인천성모병원,신촌세브란스병원,서울아산병원,석희,경인,석희씨,편집국장,강인씨,조성훈씨,서울파이낸스,조성훈,강인,고성소방서,김정례,김준형,본부장,고광준씨,이옥순,우체국,김무종,고광준,하나은행,이원신,김광일,김광일씨,남용훈,사무장,kb,wm,연금wm본부장,kb자산운용,장현재,김인옥,김말복,별세,연금,자산,운용,부인,조모",http://www.segye.com/content/html/2022/08/15/20220815506996.html,김광일 대한항공 사무장 모친상,2022-08-16,26600,74920,86.53,1
2022-08-16,한국일보,"대한항공, '국방 기술과제' 선정 차세대 스텔스 무인기 개발 이끈다","저피탐,무인편대기,대한항공,국방과학연구소,무인기,스텔스,편대기,유인기,차세대,유성구,대상자,전자파,항공기,20여,항공기술연구원,군집제어",https://hankookilbo.com/News/Read/A2022081610120005110,대한항공 국방 기술 과제 선정 차세대 스텔스 무인기 개발,2022-08-17,27000,74900,88.11,1
2022-08-16,경향신문,"대한항공, 알고 보면 방산업체","무인편대기,저피탐,무인기,대한항공,복합체계,스텔스,편대기,국방과학연구소,국방부,차세대,유인기,인공지능,국방기술진흥연구소,전자파,독자적,연구소,무미익,감시정찰,전투기,방산업체,무인항공기,20여년",https://www.khan.co.kr/economy/economy-general/article/202208162211005,대한항공 방산 업체,2022-08-17,27000,74900,88.11,1
2022-08-16,내일신문,"대한항공, 저피탐 무인 편대기 개발 추진","저피탐,대한항공,유인기,편대기,국방과학연구소,무인편대기,정밀타격,전자파,독자적,감시정찰,자율임무,대상자,복합체계,핵심기술,무인,국방,임무,미래,수행,정밀,교란,타격,독자,역할,호위,체계,복합,선정,자율,도전,핵심,지원,계획,편대,협상,동시,주관",http://www.naeil.com/news_view/?id_art=432592,대한항공 무인 대기 개발 추진,2022-08-17,27000,74900,88.11,1
2022-08-16,파이낸셜뉴스,대한항공 '저피탐 무인편대기' 개발 나선다,"저피탐,대한항공,국방과학연구소,무인기,유인기,편대기,스텔스,무인편대기,차세대,대상자,전자파,독자적,기술연구,군사기술,연구소,감시정찰,국방기술진흥연구소,국방과학,20여년,복합체계,관계자",http://www.fnnews.com/news/202208161758189053,대한항공 인편 대기 개발,2022-08-17,27000,74900,88.11,1
2022-08-16,전자신문,"대한항공, '저피탐 무인 편대기' 개발 착수","저피탐,무인편대기,대한항공,국방과학연구소,스텔스,편대기,무인기,유인기,복합체계,유・무,국방부,차세대,무기체계,전자파,독자적,기술연구,연구소,국방기술진흥연구소,감시정찰,군집제어",http://www.etnews.com/20220816000112,대한항공 무인 대기 개발 착수,2022-08-17,27000,74900,88.11,1
2022-08-16,경향신문,"대한항공, 탐지 어려운 무인 편대기 개발한다","저피탐,무인기,대한항공,복합체계,편대기,국방과학연구소,스텔스,유인기,무인편대기,대상자,국방부,차세대,인공지능,국방기술진흥연구소,전자파,독자적,연구소,무미익,감시정찰,무인항공기,20여년",https://www.khan.co.kr/politics/defense-diplomacy/article/202208161016001,대한항공 탐지 무인 대기 개발,2022-08-17,27000,74900,88.11,1
2022-08-16,아주경제,"대한항공, '저피탐 무인 편대기' 개발 나선다 우선협상대상자 선정","저피탐,대한항공,국방과학연구소,편대기,스텔스,무인기,유인기,무기체계,무인편대기,복합체계,국방부,차세대,대상자,전자파,독자적,기술연구,연구소",https://www.ajunews.com/view/20220816111938046,대한항공 무인 대기 개발 우선 협상 대상자 선정,2022-08-17,27000,74900,88.11,1
2022-08-16,헤럴드경제,대한항공 ‘저피탐 무인 편대기 개발’ 나선다,"저피탐,국방과학연구소,대한항공,유인기,무인기,편대기,복합체계,무인편대기,김지윤,차세대,국방부,스텔스,전자파,독자적,감시정찰,연구소,군집제어,대상자,20여,ai,체계,수행,무인,국방,자율,확보,사업,복합",http://biz.heraldcorp.com/view.php?ud=20220816000471,대한항공 무인 대기 개발,2022-08-17,27000,74900,88.11,1
2022-08-16,파이낸셜뉴스,"대한항공, '저피탐 무인편대기' 개발 나선다","저피탐,대한항공,국방과학연구소,무인기,유인기,편대기,스텔스,무인편대기,차세대,전자파,독자적,기술연구,연구소,국방기술진흥연구소,감시정찰,군집제어,대상자,20여년,관계자,복합체계",http://www.fnnews.com/news/202208160910105628,대한항공 인편 대기 개발,2022-08-17,27000,74900,88.11,1
2022-08-16,아시아경제,"대한항공, ‘저피탐 무인 편대기 개발’ 나선다","저피탐,국방과학연구소,편대기,대한항공,무인기,스텔스,유인기,복합체계,무인편대기,국방부,차세대,무기체계,전자파,독자적,기술연구,연구소",https://view.asiae.co.kr/article/2022081609195269340,대한항공 무인 대기 개발,2022-08-17,27000,74900,88.11,1
2022-08-16,헤럴드경제,"대한항공, ‘저피탐 무인 편대기 개발’ 나선다","저피탐,편대기,국방과학연구소,대한항공,유인기,무인기,연구소,복합체계,무인편대기,차세대,국방부,스텔스,전자파,독자적,기술연구,감시정찰,국방기술진흥연구소,군집제어,대상자,20여",http://biz.heraldcorp.com/view.php?ud=20220816000159,대한항공 무인 대기 개발,2022-08-17,27000,74900,88.11,1
2022-08-16,서울신문,"대한항공, ‘저피탐 무인 편대기 개발’ 나선다...우선협상대상자 선정","저피탐,국방과학연구소,대한항공,유인기,편대기,무인기,스텔스,무인편대기,차세대,복합체계,전자파,독자적,기술연구,연구소,국방기술진흥연구소,감시정찰,군집제어,예정대,한항공,대상자,20여",http://www.seoul.co.kr/news/newsView.php?id=20220816500020,대한항공 무인 대기 개발 우선 협상 대상자 선정,2022-08-17,27000,74900,88.11,1
2022-08-16,머니투데이,"대한항공, 저피탐 무인편대기 개발 우선협상대상자 선정","저피탐,국방과학연구소,대한항공,편대기,유인기,스텔스,무인기,무인편대기,복합체계,국방부,무기체계,대상자,전자파,독자적,연구소,감시정찰,국방력,국방기술진흥연구소,관계자",http://news.moneytoday.co.kr/view/mtview.php?no=2022081610161219689&type=2,대한항공 인편 대기 개발 우선 협상 대상자 선정,2022-08-17,27000,74900,88.11,1
2022-08-16,디지털타임스,"대한항공, `스텔스 무인편대기` 개발 우선협상대상자로 선정","저피탐,국방과학연구소,대한항공,스텔스,편대기,무인기,유인기,저피,복합체계,대상자,무인편대기,국방부,차세대,무기체계,전자파,인공지능,독자적,기술연구",http://www.dt.co.kr/contents.html?article_no=2022081602109932031001&ref=jeadan,대한항공 스텔스 인편 대기 개발 우선 협상 대상자 선정,2022-08-17,27000,74900,88.11,1
2022-08-16,서울경제,대한항공 ‘스텔스 무인편대기’ 개발 날갯짓,"저피탐,편대기,대한항공,스텔스,국방과학연구소,무인기,유인기,연구소,대상자,국방부,차세대,전자파,독자적,기술연구,시험비행,국방기술진흥연구소,국방력,국방과학",http://www.sedaily.com/NewsView/269TIUGGOX,대한항공 스텔스 인편 대기 개발 날갯짓,2022-08-17,27000,74900,88.11,1
2022-08-17,파이낸셜뉴스,"국제유가 하락에 적자폭 20% 뚝... 항공주, 실적 날개달고 비상할까","항공사,대한항공,국제유가,진에어,코로나,국제선,상반기,전년동기,정연승,연구원,대한한공,제주항공,연료비,항공주,여객수요,인도분,양지환,재무제표,대신증권,코로나19",http://www.fnnews.com/news/202208171803502268,국제 유가 하락 적자 공주 실적 날개,2022-08-18,26500,74850,90.5,0
2022-08-17,조선일보,"대한항공, 내달부터 일등석 확대 코로나 이후 2년만","일등석,대한항공,미국,코로나,국제선,팬데믹,프랑크푸르트,독일,프랑스,해외여행,퍼스트클래스,영국,런던,뉴욕,애틀랜타,수익성,la,샌프란시스코",https://www.chosun.com/economy/industry-company/2022/08/17/2AOREBJJUBDOJABRILACJ2GV4U/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,대한항공 내달 일등석 확대 코로나 이후,2022-08-18,26500,74850,90.5,0
2022-08-17,MBC," 대한항공, 9월 항공권 유류할증료 인하","할증료,다음달,대한항공,항공권,유류할증료,증료,국내선,국제선,16단계,항공사,3천,유류,부과,인하,최대,하락,정도,역대,최고,거리,기준,편도,적용,손실,상승,단계,보전,유가,운임,수준,비용",https://imnews.imbc.com/replay/2022/nwtoday/article/6398822_35752.html,대한항공 항공권 유류 할증 인하,2022-08-18,26500,74850,90.5,0
2022-08-17,동아일보,"대한항공, 2년만에 유럽 노선 등 일등석 운영 재개","퍼스트클래스,대한항공,워싱턴,일등석,코로나19,b777,뉴욕,코로나바이러스,국제선,미국,2배,식음료,프랑크푸르트,애틀랜타,로스앤젤레스,상반기",https://www.donga.com/news/article/all/20220816/114985259/1,대한항공 유럽 노선 일등석 운영 재개,2022-08-18,26500,74850,90.5,0
2022-08-18,서울경제,"울산시, 공항 활성화 논의 나서 신규 노선 취항 등","울산공항,울산시,협의회,항공사,관계자,구체화,간담회,시민들,진에어,에어부산,하이에어,대한항공,회의실,공항,활성,취항,증편,참여,개최,이날,신규,시작,노선,논의,제공,편의,시민,사항,건의,파악",http://www.sedaily.com/NewsView/269UHO776O,산시 공항 활성화 논의 신규 노선 취항,2022-08-19,26200,74800,90.77,0
2022-08-18,파이낸셜뉴스,울산공항 활성화 협의회 본격 운영.. 항공수요 진작 방안 모색,"울산공항,울산시,협의회,항공사,관계자,활성화,항공수요,구체화,간담회,시민들,진에어,에어부산,하이에어,대한항공,1회,파이낸셜뉴스,회의실,활성,모색,공항,증편,방안,개최,제공,취항,회의",http://www.fnnews.com/news/202208181623407290,울산 공항 활성화 협의 본격 운영 항공 수요 진작 방안 모색,2022-08-19,26200,74800,90.77,0
2022-08-18,머니투데이,울산시 공항 경쟁력 강화 나서,"협의회,울산공항,울산시,항공사,활성화,하이에어,진에어,항공수요,에어부산,구체화,간담회,대한항공,경쟁력,관계자,공항,모색,증편,활성,취항,방안,추진,개최,구성,체계,노선,신규,공동",http://news.moneytoday.co.kr/view/mtview.php?no=2022081815412778447&type=2,산시 공항 경쟁력 강화,2022-08-19,26200,74800,90.77,0
2022-08-18,매일경제,국제유가 하락 호재에 탄력받은 항공株 향후 전망은?,"항공사,연구원,진에어,국제유가,거래일,대한항공,하락세,정연승,저비용항공사,유럽,기대감,미주,수송량,텍사스산,항공권,런던,박상현",http://www.mk.co.kr/economy/view/2022/729502,국제 유가 하락 호재 탄력 항공 향후 전망,2022-08-19,26200,74800,90.77,0
2022-08-18,아주경제, 앉아서 수백억 손실 구조  금리 인상기 악순환 지속,"변동금리부채,해운사,대한항공,상반기,수익성,악순환,항공기,항공사,인상기,해운,기업들,부채비율,회사채,윤동,미국",https://www.ajunews.com/view/20220817160634008,손실 구조 금리 인상 악순환 지속,2022-08-19,26200,74800,90.77,0
2022-08-18,아주경제, 이자 빚 15조에 짓눌리는 항공 해운사,"변동금리부채,해운사,수익성,해운,15조,미국,위원회,관계자,항공사,아시아나항공,대한항공,윤동,기준금리,100bp,현실화",https://www.ajunews.com/view/20220817151117921,이자 항공 해운,2022-08-19,26200,74800,90.77,0
2022-08-18,조선일보,"항공업계 양극화 LCC, 또 코로나 늪에 2분기도 적자 행진","코로나,연료비,대한항공,아시아나,lcc,일본,항공사,성적표,중국,아시아나항공,항공기,해외여행,항공업,기대감,관계자",https://www.chosun.com/economy/industry-company/2022/08/18/PH4PGESRL5BTNC36PV5RFCDZGI/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,항공 업계 양극화 코로나 적자 행진,2022-08-19,26200,74800,90.77,0
2022-08-19,세계일보,대한항공 자폐인 탑승 거부 “발달장애인은 비행기를 탈 수 없나요”,"발달장애인,비행기,대한항공,장애인,승객들,a씨,탑승교,발달장애,항공사,승무원,김종옥,아시아나항공,사람들,김남연,부모연대,효니",http://www.segye.com/content/html/2022/08/19/20220819520049.html,대한항공 자폐 탑승 거부 발달장애 비행기,2022-08-20,25300,74970,93.74,0
2022-08-19,한국경제, 실적 전망 뒷걸음질에도 주가 튀어 오른 종목은?,"기대감,반등장,코스피200,아시아나항공,코스피,코로나19,미국,친환경에너지,컨센서스,원재료,포스코인터내셔널,포스코케미칼,한화솔루션,인플레이션,대한항공,현대그린푸드,실적시즌,뒷걸음,영업이익,에프앤가이드,보조금,중국,전기차,현대차,현대미포조선",https://www.hankyung.com/finance/article/202208193581i,실적 전망 뒷걸음질 주가 튀어 오른 종목,2022-08-20,25300,74970,93.74,0
2022-08-19,경향신문,대한항공 이어 아시아나항공 승무원도 ‘방사선 노출’ 산재 인정,"승무원,방사선,a씨,골수,위원회,피폭량,우주방사선,msv,아시아나항공,아시아나항공사,방사선량,항공기,증후군,백혈구,근로복지공단,대한항공,국토부",https://www.khan.co.kr/national/national-general/article/202208191535001,대한항공 아시아나 항공 승무원 방사선 노출 산재 인정,2022-08-20,25300,74970,93.74,0
2022-08-20,헤럴드경제,‘고공행진’ 유류할증료 올들어 첫 하락 여객수요 회복 불쏘시개 될까? ,"인천,증료,국제선,코로나19,항공사,대한항공,평균값,4만,여객수요,싱가포르,아시아나항공,7만,해외여행,다음달,3만,공급량,항공유",http://biz.heraldcorp.com/view.php?ud=20220819000636,고공 행진 유류 할증 하락 여객 수요 회복 불쏘시개,2022-08-21,25300,74970,93.74,0
2022-08-20,아시아경제,낮아진 유류할증료 소비자 부담 ‘↓’,"증료,국제선,평균값,항공권,대한항공,소비자,싱가포르,아시아나항공,코로나19,3만,항공유,국내선,16단계,할증료,배럴,150센트,국제유가,항공업,탑승객,25만,19만",https://view.asiae.co.kr/article/2022082010200651097,유류 할증 소비자 부담,2022-08-21,25300,74970,93.74,0
2022-08-20,세계일보,“저런 애는 타지 말아야” 발달장애인 탑승 막는 따가운 시선들 ,"비행기,대한항공,장애인,발달장애인,항공사,승객들,승무원,a씨,인권위,아시아나항공,탑승교,효니,사람들",http://www.segye.com/content/html/2022/08/19/20220819515797.html,저런 타지 발달장애 탑승 시선,2022-08-21,25300,74970,93.74,0
2022-08-22,중부일보,"인천 대한항공, '통합우승' 상승세 유지 도드람컵 배구 서전 승리","대한항공,정지석,정한용,남자부,상승세,팔마체육관,ok금융그룹,임동혁,1세트,ok,도드람컵,안산,순천,8득점,통합우승,전남,1위,상대범실,홍민기,맹활약,조재,29점,정규리그,17점,2개,챔피언결정전,4점,삼성화재,고군분투,16득점",www.joongboo.com/news/articleView.html?idxno=363555041,인천 대한항공 통합 우승 상승세 유지 도드람 배구 서전 승리,2022-08-23,25300,74970,93.74,0
2022-08-22,동아일보,프로축구 外,"순천,프로축구,남자부,국군체육부대,삼성화재,도드람,부천,도드람컵대회,대한항공,부천종합운동장,안산,안산와스타디움,부산,충남아산,ok,ok금융그룹,순천팔마체육관,프로,축구,금융,그룹,대회,배구",https://www.donga.com/news/article/all/20220822/115076510/1,프로축구,2022-08-23,25300,74970,93.74,0
2022-08-22,조선일보,"GS칼텍스, 도공 꺾고 KOVO컵 여자부 우승","칼텍스,gs칼텍스,한국도로공사,컵대회,결승전,남자부,여자부,우리카드,kovo컵,권민지,3대,차상현,문지윤,순천,팔마체육관,현대캐피탈,비시즌,한국전력,충남,전남,kovo,kb,김세인,삼성화재,대한항공",https://www.chosun.com/sports/volleyball/2022/08/22/RCXF6TTYGJHDLH4ORS2ITJDPAA/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,칼텍스 도공 자부 우승,2022-08-23,25300,74970,93.74,0
2022-08-22,영남일보, 프로배구= 순천 도드람컵대회 남자부 국군체육부대-삼성화재,"오리온,남자부,농협은행,대한항공,순천,순천팔마체육관,프로배구,삼성화재,도드람컵대회,창원국제,창원시립코트,안동국제주니어대회,농협대학코트,창원국제남자대회,도드람,고양,안동국제주니어,ok,nh,ok금융그룹,안동시민운동장,대회,금융,그룹,배구,프로,국제,부대,체육,유배,국군,테니스,닥터,여자,남자",https://www.yeongnam.com/web/view.php?key=20220822010002513,프로배구 순천 도드람 대회 남자 국군체육부대 삼성 화재,2022-08-23,25300,74970,93.74,0
